wsi_file_name,label
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_300.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_74.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_817.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_746.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_904.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_98.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_355.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_329.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_409.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_938.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_93.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_280.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_675.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_307.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_832.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_479.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_994.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_138.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_437.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_689.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_606.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_977.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_178.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_674.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_41.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_731.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_918.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_59.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_710.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_278.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_69.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_704.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_257.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_782.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_298.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_600.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_5.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_591.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_307.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_351.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_48.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_558.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_539.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_673.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_333.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_922.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_524.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_526.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_246.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_320.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_95.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_343.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_300.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_107.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_920.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_247.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_930.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_369.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_468.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_627.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_116.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_342.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_656.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_927.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_813.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_776.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_908.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_463.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_71.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_23.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_407.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_593.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_842.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_89.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_283.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_866.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_173.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_420.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_992.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_404.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_686.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_902.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_341.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_483.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_435.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_628.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_923.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_203.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_1000.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_626.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_422.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_969.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_970.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_745.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_250.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_676.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_808.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_54.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_979.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_513.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_593.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_427.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_332.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_129.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_535.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_752.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_982.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_897.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_760.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_843.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_254.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_403.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_905.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_93.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_220.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_941.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_181.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_240.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_640.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_968.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_136.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_409.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_546.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_35.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_335.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_175.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_505.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_125.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_466.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_177.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_657.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_632.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_341.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_312.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_429.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_26.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_507.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_979.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_265.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_810.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_212.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_195.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_840.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_893.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_860.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_638.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_715.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_771.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_964.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_246.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_95.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_990.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_493.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_228.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_933.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_834.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_855.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_99.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_882.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_527.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_912.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-CESC_real_130.png,TCGA-CESC
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_613.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_274.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_790.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_610.png,TCGA-COAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-KIRP_real_666.png,TCGA-KIRP
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-LUAD_real_74.png,TCGA-LUAD
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-GBM_real_700.png,TCGA-GBM
/oak/stanford/groups/ogevaert/data/Patho-RNA-GAN/src/real_tiles_1000/TCGA-COAD_real_548.png,TCGA-COAD
